seed,ranking,selection,param,consolidation,strategy,majority_class,no_matches_test,acc_test,bacc_test,f1_test,mcc_test,erros_test,acc_test_maj,bacc_test_maj,f1_test_maj,mcc_test_maj,erros_test_maj,nclients
5,1,select_coverage,1.0,DAC,list,not_recom,0,0.9621913580246914,0.941697641614733,0.9175976457528262,0.9451940576689676,98,,,,,,2
5,1,select_coverage,1.0,exact,majority,not_recom,0,0.9475308641975309,0.7642623673146304,0.7847964118583244,0.9234009001427292,136,,,,,,2
5,1,select_coverage,1.0,exact,cmar,not_recom,0,0.9483024691358024,0.8126839366015194,0.8471768923555967,0.9241287182505766,134,,,,,,2
5,1,select_coverage,1.0,exact,top_k_avg,not_recom,0,0.9405864197530864,0.7634429081260132,0.7863583644554897,0.9127858833000446,154,,,,,,2
5,1,select_coverage,1.0,exact,list,not_recom,0,0.960648148148148,0.8743315162663563,0.8958392508381381,0.942341475379615,102,,,,,,2
5,1,select_coverage,2.0,DAC,list,not_recom,0,0.9537037037037036,0.946223249683914,0.9086204641538737,0.9332968645944656,120,,,,,,2
5,1,select_coverage,2.0,exact,majority,not_recom,0,0.9398148148148148,0.7435277955682672,0.7560209450720665,0.912049328620988,156,,,,,,2
5,1,select_coverage,2.0,exact,cmar,not_recom,0,0.9375,0.7637936001029411,0.7897075438289592,0.90836793649277,162,,,,,,2
5,1,select_coverage,2.0,exact,top_k_avg,not_recom,0,0.9301697530864198,0.7297661208641986,0.7349539595008151,0.8975482389699123,181,,,,,,2
5,1,select_coverage,2.0,exact,list,not_recom,0,0.9540895061728396,0.8803157007649423,0.8934048818281864,0.932909733197903,119,,,,,,2
5,1,select_coverage,3.0,DAC,list,not_recom,0,0.952932098765432,0.9493163577945252,0.90558105430961,0.932312749052145,122,,,,,,2
5,1,select_coverage,3.0,exact,majority,not_recom,0,0.9467592592592592,0.7343313310503018,0.7339758265766483,0.9223859624303816,138,,,,,,2
5,1,select_coverage,3.0,exact,cmar,not_recom,0,0.9317129629629628,0.7189759453086235,0.7149298714061642,0.8998389213689263,177,,,,,,2
5,1,select_coverage,3.0,exact,top_k_avg,not_recom,0,0.9263117283950616,0.7196037302513382,0.7177591060397026,0.8922119484884341,191,,,,,,2
5,1,select_coverage,3.0,exact,list,not_recom,0,0.9525462962962964,0.8791488396214184,0.8908336996497441,0.9307133146702692,123,,,,,,2
5,1,select_coverage,4.0,DAC,list,not_recom,0,0.952932098765432,0.9493163577945252,0.904551522847056,0.9323217071263166,122,,,,,,2
5,1,select_coverage,4.0,exact,majority,not_recom,0,0.9444444444444444,0.7251632582038527,0.7171491984506206,0.919034699422002,144,,,,,,2
5,1,select_coverage,4.0,exact,cmar,not_recom,0,0.9170524691358024,0.7072868626252523,0.703630547760685,0.8784554771901892,215,,,,,,2
